Constituency_No,Year,Position,Votes,Candidate_Type,Valid_Votes,Electors,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Party_ID,last_poll,Contested,Recontest
37,2014,1,578870.0,3,1272070,1466921.0,9,86.72,45.51,149685.0,11.77,2.94,18228.0,True,1.0,False
38,2014,1,574560.0,3,1320822,1532244.0,9,86.2,43.5,114379.0,8.66,3.03,18228.0,True,1.0,False
39,2014,1,554521.0,1,1331242,1583495.0,8,84.07,41.65,107331.0,8.06,3.23,18228.0,True,1.0,False
40,2014,1,419983.0,1,1142395,1469684.0,14,77.73,36.76,70480.0,6.17,3.57,1605.0,True,1.0,False
41,2014,1,630693.0,3,1304756,1538421.0,7,84.81,48.34,236112.0,18.1,2.94,18228.0,True,1.0,False
42,2014,1,460568.0,1,1275819,1495089.0,11,85.33,36.1,67263.0,5.27,3.7,18228.0,True,2.0,True
6,2014,1,571810.0,1,1035148,1536166.0,14,67.39,55.24,361286.0,34.9,2.63,8284.0,True,1.0,False
20,2014,1,526763.0,1,732339,1638321.0,4,44.7,71.93,329507.0,44.99,1.69,1605.0,True,1.0,False
39,2014,1,922416.0,1,1298249,1792652.0,12,72.42,71.05,696321.0,53.64,1.89,1605.0,True,1.0,False
13,2014,1,477529.0,0,764874,1143602.0,7,66.88,62.43,298868.0,39.07,2.22,9079.0,True,1.0,False
21,2014,1,653786.0,0,1007595,1653058.0,12,60.95,64.89,321249.0,31.88,1.89,7425.0,True,1.0,False
15,2015,1,615544.0,3,1026732,1537778.0,23,66.77,59.95,459229.0,44.73,2.5,8284.0,True,1.0,False
24,2015,1,536743.0,2,1045071,1702576.0,8,61.38,51.36,88832.0,8.5,2.27,3482.0,True,6.0,True
14,2015,1,539999.0,3,1236222,1540713.0,11,80.24,43.68,211785.0,17.13,3.12,18228.0,True,1.0,False
14,2016,1,38197.0,0,85543,1431080.0,5,5.98,44.65,3846.0,4.5,2.7,1605.0,True,1.0,False
12,2016,1,481398.0,0,1068345,1561016.0,17,68.44,45.06,60383.0,5.65,2.78,1605.0,True,4.0,False
2,2016,1,329497.0,0,466782,586501.0,2,79.59,70.59,192212.0,41.18,1.69,5671.0,True,1.0,False
1,2016,1,794375.0,0,1336037,1613403.0,10,82.81,59.46,413241.0,30.93,2.33,18228.0,True,1.0,False
30,2016,1,779594.0,0,1292717,1527273.0,7,84.64,60.31,499528.0,38.64,2.33,18228.0,True,1.0,False
2,2017,1,48555.0,1,86334,1261395.0,2,6.84,56.24,10776.0,12.48,1.96,11089.0,True,4.0,True
6,2017,1,515330.0,0,931236,1198444.0,9,77.7,55.34,171023.0,18.37,2.22,3952.0,True,1.0,False
1,2017,1,499752.0,1,829864,1523047.0,3,54.49,60.22,193219.0,23.28,2.0,3482.0,True,2.0,True
9,2018,1,509334.0,0,1036194,1737471.0,7,59.64,49.15,61788.0,5.96,2.33,12103.0,True,1.0,False
11,2018,1,442213.0,0,948650,1759877.0,18,53.9,46.61,48097.0,5.07,2.56,5792.0,True,1.0,False
22,2018,1,272782.0,2,886869,1731292.0,7,51.23,30.76,29572.0,3.33,4.17,1605.0,True,2.0,False
1,2018,1,594205.0,0,1018655,1197436.0,2,85.07,58.33,173746.0,17.06,1.96,5798.0,True,1.0,False
8,2018,1,642416.0,1,1127832,1827936.0,11,61.7,56.96,196496.0,17.42,2.08,3482.0,True,2.0,False
13,2018,1,611514.0,0,1207542,1842992.0,23,65.52,50.64,84414.0,6.99,2.22,3482.0,True,2.0,False
51,2018,1,342922.0,0,730456,1966410.0,22,37.15,46.95,59460.0,8.14,2.7,7425.0,True,1.0,False
64,2018,1,456589.0,1,934320,1952551.0,10,47.85,48.87,21801.0,2.33,2.17,7425.0,True,1.0,False
26,2018,1,767556.0,0,1258235,1578032.0,9,79.73,61.0,474510.0,37.71,2.33,18228.0,True,1.0,False
1,2009,1,75211.0,1,170103,265108.0,11,64.16,44.21,2990.0,1.76,2.63,1605.0,True,6.0,True
1,2009,1,372268.0,2,863581,1131211.0,9,76.34,43.11,115087.0,13.33,3.33,8300.0,True,1.0,False
2,2009,1,313748.0,3,904084,1315642.0,15,68.72,34.7,49017.0,5.42,3.85,3482.0,True,1.0,False
3,2009,1,317927.0,1,989301,1496211.0,15,66.12,32.14,50243.0,5.08,4.55,3482.0,True,1.0,False
4,2009,1,296504.0,1,889511,1333271.0,12,66.72,33.33,60390.0,6.79,4.35,3482.0,True,2.0,True
5,2009,1,395767.0,1,1017290,1359566.0,10,74.82,38.9,17407.0,1.71,3.33,3482.0,True,1.0,False
6,2009,1,388839.0,1,1060272,1389721.0,9,76.29,36.67,6077.0,0.57,3.7,8284.0,True,1.0,False
7,2009,1,388368.0,3,1205714,2343050.0,19,51.46,32.21,93326.0,7.74,4.55,3482.0,True,2.0,True
8,2009,1,340549.0,1,865038,1574818.0,23,54.93,39.37,170167.0,19.67,4.55,3482.0,True,2.0,True
9,2009,1,308061.0,1,731108,1393242.0,23,52.48,42.14,113865.0,15.57,3.57,706.0,True,2.0,True
10,2009,1,420807.0,1,1085000,1681664.0,15,64.52,38.78,18532.0,1.71,3.33,3482.0,True,4.0,True
11,2009,1,366569.0,1,926516,1368868.0,32,67.68,39.56,20184.0,2.18,3.33,8284.0,True,4.0,True
12,2009,1,422745.0,3,1025367,1460484.0,13,70.21,41.23,47767.0,4.66,3.33,3482.0,True,4.0,True
13,2009,1,493849.0,1,1078698,1455016.0,14,74.14,45.78,152982.0,14.18,3.03,3482.0,True,2.0,False
14,2009,1,504103.0,1,1127790,1478391.0,15,76.28,44.7,139888.0,12.4,3.23,3482.0,True,1.0,False
15,2009,1,396568.0,3,1030525,1486617.0,15,69.32,38.48,124661.0,12.1,4.0,3482.0,True,1.0,False
16,2009,1,394447.0,2,996402,1265396.0,12,78.74,39.59,68957.0,6.92,3.45,3482.0,True,1.0,False
17,2009,1,469368.0,1,1034009,1259815.0,13,82.08,45.39,124448.0,12.04,2.94,8300.0,True,2.0,True
18,2009,1,360458.0,2,792367,1182514.0,11,67.01,45.49,192444.0,24.29,3.57,3482.0,True,6.0,True
19,2009,1,387694.0,1,918772,1226125.0,6,74.93,42.2,82987.0,9.03,3.03,3482.0,True,2.0,True
20,2009,1,411584.0,1,1019825,1323238.0,9,77.07,40.36,60571.0,5.94,3.23,3482.0,True,2.0,True
21,2009,1,368812.0,1,1012261,1387482.0,15,72.96,36.43,66686.0,6.59,3.7,3482.0,True,1.0,False
22,2009,1,369968.0,1,1048154,1331695.0,10,78.71,35.3,52912.0,5.05,3.45,3482.0,True,1.0,False
23,2009,1,323607.0,1,965570,1265094.0,16,76.32,33.51,34044.0,3.53,3.7,3482.0,True,1.0,False
24,2009,1,368501.0,3,1023765,1275287.0,11,80.28,35.99,40005.0,3.91,3.33,3482.0,True,2.0,True
25,2009,1,357449.0,1,1017820,1260974.0,13,80.72,35.12,2147.0,0.21,3.33,3482.0,True,2.0,True
26,2009,1,389422.0,1,990960,1173138.0,10,84.47,39.3,114690.0,11.57,3.33,3482.0,True,4.0,False
27,2009,1,423777.0,1,1078988,1275575.0,12,84.59,39.28,42783.0,3.97,3.23,3482.0,True,5.0,False
28,2009,1,409936.0,1,1045905,1251053.0,10,83.6,39.19,12456.0,1.19,3.12,8300.0,True,1.0,False
29,2009,1,429394.0,1,1088297,1402315.0,20,77.61,39.46,12712.0,1.17,3.03,3482.0,True,2.0,True
30,2009,1,403937.0,1,1044731,1365177.0,10,76.53,38.66,39355.0,3.77,3.12,3482.0,True,5.0,True
31,2009,1,463358.0,1,1081754,1360431.0,14,79.52,42.83,1607.0,0.15,2.7,8300.0,True,1.0,False
32,2009,1,460757.0,3,1043627,1321607.0,10,78.97,44.15,69338.0,6.64,2.86,3482.0,True,5.0,True
33,2009,1,450442.0,1,1021349,1375558.0,11,74.25,44.1,78523.0,7.69,2.94,3482.0,True,4.0,True
34,2009,1,400023.0,1,994826,1358711.0,21,73.22,40.21,90847.0,9.13,3.23,3482.0,True,3.0,True
35,2009,1,382668.0,1,871360,1307312.0,11,66.65,43.92,73773.0,8.47,2.94,3482.0,True,2.0,True
36,2009,1,457876.0,1,1000208,1411460.0,12,70.86,45.78,77921.0,7.79,2.78,3482.0,True,5.0,True
37,2009,1,435753.0,1,1026389,1377610.0,10,74.51,42.45,22835.0,2.22,2.86,8300.0,True,1.0,False
38,2009,1,542611.0,1,1026285,1347716.0,20,76.15,52.87,178846.0,17.43,2.44,3482.0,False,1.0,False
39,2009,1,430235.0,1,1002419,1450938.0,11,69.09,42.92,54993.0,5.49,2.94,3482.0,False,4.0,True
40,2009,1,428403.0,3,1061533,1464896.0,10,72.46,40.36,19276.0,1.82,2.94,3482.0,True,7.0,True
41,2009,1,423910.0,1,995648,1311449.0,15,75.92,42.58,110377.0,11.09,3.23,3482.0,True,2.0,True
42,2009,1,434376.0,3,1044438,1291921.0,7,80.84,41.59,10659.0,1.02,2.86,8300.0,True,1.0,False
1,2009,1,140443.0,2,285710,433368.0,4,65.93,49.16,1314.0,0.46,2.08,3482.0,True,1.0,False
2,2009,1,115423.0,2,214932,301173.0,4,71.36,53.7,68449.0,31.85,2.56,3482.0,True,1.0,False
1,2009,1,259717.0,3,685420,1068811.0,15,64.13,37.89,7920.0,1.16,3.12,3482.0,True,2.0,True
2,2009,1,243532.0,1,688546,978510.0,16,70.37,35.37,41470.0,6.02,3.33,1605.0,True,6.0,True
3,2009,1,197835.0,2,480556,693407.0,6,69.3,41.17,74548.0,15.51,3.45,3482.0,True,7.0,True
4,2009,1,540820.0,1,1046983,1371949.0,10,76.31,51.66,184419.0,17.61,2.5,988.0,True,1.0,False
5,2009,1,495211.0,2,1014784,1377837.0,3,73.65,48.8,190322.0,18.75,2.7,9451.0,True,4.0,True
6,2009,1,322137.0,1,901169,1239607.0,14,72.7,35.75,30429.0,3.38,3.45,3482.0,True,3.0,False
7,2009,1,496047.0,1,1108827,1723860.0,12,64.32,44.74,11855.0,1.07,2.56,1605.0,True,2.0,False
8,2009,1,307881.0,1,988533,1416682.0,13,69.78,31.15,55849.0,5.65,4.35,1605.0,True,1.0,False
9,2009,1,352246.0,1,843014,1210132.0,15,69.66,41.78,30153.0,3.58,3.12,978.0,True,1.0,False
10,2009,1,380921.0,1,999426,1411331.0,13,70.81,38.11,45380.0,4.54,3.12,1605.0,True,4.0,True
11,2009,1,434676.0,1,960563,1348371.0,8,71.24,45.25,151989.0,15.82,3.03,3482.0,True,3.0,True
12,2009,1,362320.0,1,763455,1182349.0,8,64.57,47.46,71914.0,9.42,2.63,3482.0,True,7.0,True
13,2009,1,359163.0,1,750274,1114965.0,10,67.29,47.87,35143.0,4.68,2.38,3482.0,True,6.0,True
14,2009,1,352330.0,1,909621,1332518.0,15,68.26,38.73,44572.0,4.9,3.45,3482.0,True,4.0,True
1,2009,1,277696.0,1,598447,1275653.0,16,46.91,46.4,183675.0,30.69,3.85,11002.0,True,1.0,False
2,2009,1,198781.0,1,515477,1220868.0,11,42.22,38.56,47343.0,9.18,3.85,1605.0,True,1.0,False
3,2009,1,201114.0,1,481874,1187264.0,12,40.59,41.74,79290.0,16.45,4.0,1605.0,True,8.0,True
4,2009,1,233499.0,1,572269,1269056.0,15,45.09,40.8,125684.0,21.96,4.0,1605.0,True,3.0,False
5,2009,1,232782.0,1,576748,1355817.0,16,42.54,40.36,110566.0,19.17,4.17,11002.0,True,1.0,False
6,2009,1,164094.0,1,556554,1397256.0,14,39.83,29.48,9927.0,1.78,4.55,1605.0,True,9.0,True
7,2009,1,265175.0,1,607834,1418977.0,11,42.84,43.63,72709.0,11.96,3.23,11002.0,True,1.0,False
8,2009,1,313677.0,1,697659,1279549.0,16,54.52,44.96,166075.0,23.8,3.7,11002.0,True,1.0,False
9,2009,1,282742.0,1,730456,1311225.0,25,55.71,38.71,22502.0,3.08,3.57,1605.0,True,3.0,True
10,2009,1,239405.0,1,626914,1186369.0,15,52.84,38.19,80269.0,12.8,4.0,3482.0,True,1.0,False
11,2009,1,269834.0,1,724802,1272769.0,16,56.95,37.23,14015.0,1.93,3.85,1605.0,True,6.0,True
12,2009,1,362952.0,1,704752,1305396.0,20,53.99,51.5,186227.0,26.42,3.03,1605.0,True,3.0,True
13,2009,1,370585.0,1,756450,1508361.0,17,50.15,48.99,177621.0,23.48,3.12,11002.0,True,9.0,False
14,2009,1,239268.0,1,545713,1307067.0,14,41.75,43.85,46453.0,8.51,3.12,1605.0,True,3.0,True
15,2009,1,195091.0,1,621813,1339949.0,24,46.41,31.37,47809.0,7.69,5.0,11002.0,True,5.0,False
16,2009,1,284479.0,1,624859,1278891.0,12,48.86,45.53,22308.0,3.57,2.56,12103.0,True,5.0,True
17,2009,1,200024.0,3,504612,1349072.0,16,37.4,39.64,42472.0,8.42,3.7,11002.0,True,1.0,False
18,2009,1,236194.0,1,641910,1282480.0,15,50.05,36.8,63430.0,9.88,4.55,10809.0,True,2.0,True
19,2009,1,211610.0,1,599529,1312219.0,13,45.69,35.3,2797.0,0.47,3.85,12103.0,False,1.0,False
20,2009,1,274209.0,1,580829,1268338.0,12,45.79,47.21,51815.0,8.92,2.63,12103.0,True,8.0,True
21,2009,1,246715.0,3,555107,1327075.0,11,41.83,44.44,37954.0,6.84,2.94,11002.0,True,7.0,True
22,2009,1,180082.0,1,564199,1229327.0,22,45.89,31.92,25312.0,4.49,4.76,11002.0,True,1.0,False
23,2009,1,259458.0,3,584743,1312948.0,11,44.54,44.37,104376.0,17.85,3.45,11002.0,True,1.0,False
24,2009,1,205680.0,1,718265,1473263.0,19,48.75,28.64,40837.0,5.69,5.56,11002.0,True,2.0,True
25,2009,1,266964.0,1,624981,1342970.0,18,46.54,42.72,138755.0,22.2,3.85,11002.0,True,5.0,True
26,2009,1,228384.0,1,629078,1433346.0,21,43.89,36.3,55811.0,8.87,4.35,1605.0,True,5.0,True
27,2009,1,185762.0,1,652208,1338025.0,16,48.74,28.48,28716.0,4.4,5.88,10809.0,True,1.0,False
28,2009,1,374317.0,1,651003,1564604.0,20,41.61,57.5,189361.0,29.09,2.44,11002.0,True,3.0,True
29,2009,1,299155.0,1,568219,1719503.0,25,33.05,52.65,152677.0,26.87,2.86,11002.0,True,1.0,False
30,2009,1,316549.0,1,552416,1641976.0,16,33.64,57.3,166770.0,30.19,2.44,1605.0,True,1.0,False
31,2009,1,269298.0,1,628283,1526241.0,16,41.17,42.86,23541.0,3.75,3.03,11002.0,True,2.0,True
32,2009,1,212726.0,1,556351,1555122.0,16,35.78,38.24,74720.0,13.43,4.0,11002.0,True,1.0,False
33,2009,1,132614.0,1,623615,1340892.0,22,46.51,21.27,2238.0,0.36,5.88,12103.0,True,1.0,False
34,2009,1,192213.0,3,599031,1402789.0,16,42.7,32.09,42954.0,7.17,4.55,3482.0,True,8.0,True
35,2009,1,196946.0,1,577040,1386634.0,16,41.61,34.13,20483.0,3.55,4.35,11002.0,True,1.0,False
36,2009,1,234769.0,1,599200,1276912.0,25,46.93,39.18,21327.0,3.56,3.45,11002.0,True,1.0,False
37,2009,1,260153.0,1,598309,1376323.0,16,43.47,43.48,72058.0,12.04,3.23,11002.0,True,5.0,True
38,2009,1,246255.0,3,564183,1329192.0,16,42.45,43.65,62453.0,11.07,3.23,1605.0,True,1.0,False
39,2009,1,130608.0,1,581583,1397512.0,21,41.62,22.46,34917.0,6.0,8.33,1605.0,True,1.0,False
40,2009,1,178560.0,3,535282,1404016.0,19,38.13,33.36,29797.0,5.57,4.55,11002.0,True,1.0,False
1,2009,1,161042.0,1,343557,524444.0,14,65.51,46.87,58967.0,17.16,2.94,3482.0,True,6.0,True
1,2009,1,416532.0,2,805202,1306822.0,16,61.62,51.73,159548.0,19.81,2.7,1605.0,True,1.0,False
2,2009,1,443948.0,2,935746,1432746.0,10,65.31,47.44,55848.0,5.97,2.5,1605.0,True,3.0,True
3,2009,1,302142.0,3,737578,1518450.0,12,48.57,40.96,87211.0,11.82,3.23,1605.0,True,1.0,False
4,2009,1,314616.0,1,745612,1276443.0,18,58.41,42.2,20737.0,2.78,2.94,3482.0,True,4.0,True
5,2009,1,347930.0,1,770024,1472793.0,28,52.28,45.18,20139.0,2.62,2.63,1605.0,True,2.0,False
6,2009,1,437721.0,1,830581,1411051.0,14,58.86,52.7,119074.0,14.34,2.33,1605.0,True,1.0,False
7,2009,1,283170.0,1,905519,1620400.0,15,55.88,31.27,9954.0,1.1,3.7,1605.0,True,1.0,False
8,2009,1,364943.0,1,741861,1578868.0,32,46.99,49.19,57901.0,7.8,2.44,1605.0,True,8.0,True
9,2009,1,371201.0,1,776217,1369154.0,15,56.69,47.82,51475.0,6.63,2.5,1605.0,True,1.0,False
10,2009,1,249373.0,2,564711,1193116.0,7,47.33,44.16,100262.0,17.75,3.45,1605.0,False,6.0,True
11,2009,1,341131.0,2,741792,1296734.0,11,57.2,45.99,19288.0,2.6,2.5,1605.0,True,5.0,True
1,2009,1,51242.0,2,110363,150704.0,5,73.23,46.43,618.0,0.56,2.33,1605.0,True,1.0,False
1,2009,1,44546.0,1,68024,95382.0,7,71.32,65.49,24838.0,36.51,1.96,1605.0,True,1.0,False
1,2009,1,465713.0,1,780445,1413535.0,41,55.21,59.67,200710.0,25.72,2.08,3482.0,True,3.0,True
2,2009,1,518191.0,1,877904,1677058.0,16,52.35,59.03,222243.0,25.32,2.17,3482.0,True,6.0,False
3,2009,1,518001.0,1,857406,1604795.0,17,53.43,60.41,241053.0,28.11,2.17,3482.0,True,2.0,True
4,2009,1,455867.0,1,765018,1373146.0,40,55.71,59.59,187809.0,24.55,2.08,3482.0,True,3.0,True
5,2009,1,487404.0,3,857543,1798181.0,16,47.69,56.84,184433.0,21.51,2.27,3482.0,True,3.0,True
6,2009,1,479899.0,1,883437,1687727.0,15,52.34,54.32,129010.0,14.6,2.17,3482.0,True,1.0,False
7,2009,1,360278.0,1,731294,1542412.0,15,47.41,49.27,93219.0,12.75,2.63,3482.0,True,1.0,False
1,2009,1,137716.0,1,292295,486983.0,7,60.02,47.12,6353.0,2.17,2.38,1605.0,True,4.0,True
2,2009,1,127494.0,1,271960,533811.0,11,50.95,46.88,12516.0,4.6,2.5,3482.0,True,3.0,True
1,2009,1,285300.0,3,564008,1325614.0,17,42.55,50.58,71343.0,12.65,2.5,1605.0,True,1.0,False
2,2009,1,289409.0,1,646231,1296871.0,15,49.83,44.78,10301.0,1.59,2.56,3482.0,False,1.0,False
3,2009,1,283778.0,1,633187,1417623.0,16,44.67,44.82,18504.0,2.92,2.63,3482.0,True,1.0,False
4,2009,1,334631.0,1,692672,1393970.0,12,49.69,48.31,21865.0,3.16,2.33,1605.0,True,1.0,False
5,2009,1,337432.0,1,717614,1452240.0,12,49.41,47.02,17160.0,2.39,2.38,1605.0,True,1.0,False
6,2009,1,434044.0,1,790737,1555709.0,19,50.83,54.89,121747.0,15.4,2.17,1605.0,True,6.0,True
7,2009,1,318846.0,1,597387,1411761.0,18,42.32,53.37,86056.0,14.41,2.33,1605.0,True,7.0,True
8,2009,1,376823.0,3,690073,1431080.0,16,48.22,54.61,91127.0,13.21,2.13,1605.0,True,1.0,False
9,2009,1,247710.0,1,586317,1475820.0,20,39.73,42.25,4831.0,0.82,2.86,3482.0,True,6.0,True
10,2009,1,307553.0,1,649606,1455072.0,27,44.64,47.34,24735.0,3.81,2.44,3482.0,True,1.0,False
11,2009,1,329436.0,1,660653,1385818.0,7,47.67,49.87,39503.0,5.98,2.27,3482.0,False,4.0,True
12,2009,1,281410.0,1,594586,1298599.0,22,45.79,47.33,26418.0,4.44,2.5,3482.0,True,2.0,True
13,2009,1,355335.0,1,760020,1313064.0,16,57.88,46.75,13759.0,1.81,2.38,1605.0,True,1.0,False
14,2009,1,247666.0,1,524621,1312733.0,16,39.96,47.21,37317.0,7.11,2.63,1605.0,True,1.0,False
15,2009,1,213376.0,1,623301,1381619.0,16,45.11,34.23,5893.0,0.95,3.45,1605.0,True,5.0,True
16,2009,1,348655.0,1,676083,1397162.0,15,48.39,51.57,67318.0,9.96,2.27,3482.0,True,2.0,True
17,2009,1,284004.0,1,602663,1448571.0,9,41.6,47.12,846.0,0.14,2.27,3482.0,True,5.0,True
18,2009,1,282079.0,1,606657,1423385.0,5,42.62,46.5,2081.0,0.34,2.33,1605.0,True,2.0,False
19,2009,1,250586.0,2,534423,1194821.0,7,44.73,46.89,58536.0,10.95,2.86,3482.0,True,2.0,True
20,2009,1,428833.0,1,747129,1524060.0,7,49.02,57.4,136028.0,18.21,2.08,1605.0,True,1.0,False
21,2009,1,353534.0,2,765217,1412306.0,4,54.18,46.2,26998.0,3.53,2.56,1605.0,True,5.0,True
22,2009,1,311019.0,1,749420,1311539.0,15,57.14,41.5,27232.0,3.63,3.12,1605.0,True,4.0,True
23,2009,1,398430.0,2,832542,1440215.0,12,57.81,47.86,58985.0,7.08,2.5,3482.0,True,2.0,True
24,2009,1,364947.0,1,695796,1420969.0,15,48.97,52.45,74798.0,10.75,2.22,1605.0,True,1.0,False
25,2009,1,423413.0,1,757551,1623415.0,14,46.66,55.89,132643.0,17.51,2.17,1605.0,True,1.0,False
26,2009,1,357755.0,2,774429,1380245.0,7,56.11,46.2,7169.0,0.93,2.44,3482.0,True,2.0,True
1,2009,1,322258.0,3,866622,1264907.0,7,68.51,37.19,14570.0,1.68,3.12,3482.0,True,6.0,True
2,2009,1,397204.0,1,875454,1166684.0,14,75.04,45.37,118729.0,13.56,2.94,3482.0,True,2.0,True
3,2009,1,415584.0,3,981239,1309507.0,15,74.93,42.35,35499.0,3.62,2.94,3482.0,True,1.0,False
4,2009,1,248476.0,1,828461,1194689.0,38,69.35,29.99,6983.0,0.84,4.17,3185.0,False,4.0,False
5,2009,1,304698.0,1,811029,1216977.0,23,66.64,37.57,76346.0,9.41,3.7,3482.0,True,5.0,True
6,2009,1,338795.0,1,712258,1099978.0,21,64.75,47.57,161284.0,22.64,3.12,3482.0,True,1.0,False
7,2009,1,585016.0,1,835925,1274972.0,16,65.56,69.98,445736.0,53.32,1.89,3482.0,True,2.0,True
8,2009,1,302817.0,1,864392,1212513.0,29,71.29,35.03,55577.0,6.43,3.7,3482.0,True,1.0,False
9,2009,1,278516.0,1,756236,1244437.0,24,60.77,36.83,84864.0,11.22,3.85,3482.0,True,1.0,False
10,2009,1,257864.0,1,624937,1103046.0,23,56.66,41.26,68201.0,10.91,3.45,3482.0,True,6.0,True
1,2009,1,322254.0,1,661847,1200165.0,10,55.15,48.69,20779.0,3.14,2.22,1605.0,True,2.0,False
2,2009,1,340973.0,1,713026,1112524.0,6,64.09,47.82,13997.0,1.96,2.27,3482.0,False,5.0,False
3,2009,1,373598.0,1,698739,1187377.0,8,58.85,53.47,72732.0,10.41,2.08,1605.0,True,2.0,True
4,2009,1,310946.0,3,616678,1106608.0,7,55.73,50.42,27327.0,4.43,2.17,1605.0,True,6.0,False
1,2009,1,203022.0,1,441234,1054496.0,13,41.84,46.01,64814.0,14.69,3.03,11089.0,True,1.0,False
2,2009,1,147035.0,1,282761,1106729.0,15,25.55,52.0,30242.0,10.7,2.27,11089.0,True,2.0,False
3,2009,1,148317.0,1,318726,1176223.0,13,27.1,46.53,5224.0,1.64,2.38,11089.0,True,1.0,False
4,2009,1,32701.0,2,109575,152491.0,5,71.86,29.84,3684.0,3.36,4.0,10809.0,True,3.0,True
5,2009,1,231853.0,1,611725,1363060.0,14,44.88,37.9,13394.0,2.19,3.57,3482.0,True,2.0,True
6,2009,1,382305.0,1,843314,1719897.0,21,49.03,45.33,121373.0,14.39,3.12,3482.0,True,4.0,True
1,2009,1,168357.0,2,644500,1167993.0,12,55.18,26.12,8983.0,1.39,5.56,1605.0,True,1.0,False
2,2009,1,208518.0,2,622012,1128361.0,19,55.13,33.52,18812.0,3.02,4.76,4653.0,True,9.0,True
3,2009,1,189526.0,1,797622,1412253.0,23,56.48,23.76,6407.0,0.8,5.88,1605.0,True,1.0,False
4,2009,1,108336.0,1,473947,1037665.0,11,45.67,22.86,16178.0,3.41,6.67,10809.0,True,4.0,True
5,2009,1,199462.0,2,780538,1390428.0,16,56.14,25.55,48520.0,6.22,6.25,4736.0,True,7.0,True
6,2009,1,233435.0,1,619190,1346527.0,17,45.98,37.7,94738.0,15.3,4.35,1605.0,True,5.0,True
7,2009,1,260521.0,1,813483,1806475.0,32,45.03,32.03,58047.0,7.14,5.0,1605.0,True,1.0,False
8,2009,1,310499.0,1,724106,1625148.0,26,44.56,42.88,13350.0,1.84,2.86,3482.0,True,5.0,True
9,2009,1,319620.0,2,705568,1380279.0,26,51.12,45.3,119663.0,16.96,3.33,1605.0,False,1.0,False
10,2009,1,256827.0,2,579926,957406.0,9,60.57,44.29,89673.0,15.46,3.23,10809.0,True,1.0,False
11,2009,1,210214.0,2,510343,980868.0,9,52.03,41.19,80175.0,15.71,3.85,1605.0,True,11.0,True
12,2009,1,144628.0,2,522378,981666.0,15,53.21,27.69,8283.0,1.59,4.76,1605.0,True,1.0,False
13,2009,1,167995.0,3,651262,1417375.0,21,45.95,25.8,23538.0,3.61,6.67,4653.0,True,2.0,True
14,2009,1,219810.0,1,690943,1301651.0,13,53.08,31.81,40164.0,5.81,4.76,1605.0,True,5.0,True
1,2009,1,438081.0,1,867802,1284427.0,7,67.56,50.48,55287.0,6.37,2.27,1605.0,True,1.0,False
2,2009,1,384324.0,1,754561,1378238.0,10,54.75,50.93,118687.0,15.73,2.56,1605.0,True,2.0,True
3,2009,1,413272.0,1,859928,1363359.0,17,63.07,48.06,35446.0,4.12,2.38,1605.0,True,2.0,True
4,2009,1,308939.0,3,649631,1373604.0,10,47.29,47.56,42404.0,6.53,2.5,1605.0,True,4.0,True
5,2009,1,345241.0,3,759385,1543771.0,10,49.19,45.46,13404.0,1.77,2.5,3482.0,True,1.0,False
6,2009,1,316450.0,2,682264,1486326.0,8,45.9,46.38,30636.0,4.49,2.5,1605.0,True,1.0,False
7,2009,1,337957.0,1,779241,1470507.0,27,52.99,43.37,39619.0,5.08,2.94,3482.0,True,2.0,False
8,2009,1,291693.0,1,754684,1363431.0,18,55.35,38.65,81789.0,10.84,3.45,1605.0,True,1.0,False
9,2009,1,402213.0,2,860869,1401258.0,7,61.44,46.72,2243.0,0.26,2.27,1605.0,True,1.0,False
10,2009,1,430293.0,1,872241,1371763.0,12,63.59,49.33,87920.0,10.08,2.56,1605.0,True,1.0,False
11,2009,1,446786.0,1,798214,1411500.0,16,56.55,55.97,137663.0,17.25,2.17,1605.0,True,2.0,True
12,2009,1,339300.0,1,760275,1286556.0,11,59.09,44.63,22769.0,2.99,2.7,1605.0,True,5.0,True
13,2009,1,423447.0,1,907277,1344920.0,28,67.46,46.67,2024.0,0.22,2.27,1605.0,True,2.0,True
14,2009,1,482783.0,1,954407,1435908.0,12,66.47,50.58,52893.0,5.54,2.17,1605.0,True,1.0,False
15,2009,1,401441.0,1,834728,1224335.0,9,68.18,48.09,27018.0,3.24,2.33,1605.0,False,2.0,True
16,2009,1,496429.0,1,980348,1417213.0,13,69.17,50.64,291113.0,29.69,2.94,10979.0,True,6.0,True
17,2009,1,499385.0,1,1015922,1364641.0,11,74.45,49.16,40420.0,3.98,2.27,1605.0,True,1.0,False
18,2009,1,370920.0,3,835945,1534169.0,11,54.49,44.37,135571.0,16.22,3.23,1605.0,True,2.0,False
19,2009,1,331064.0,1,899784,1388773.0,10,64.79,36.79,21445.0,2.38,3.33,1605.0,True,6.0,True
20,2009,1,384443.0,1,1031703,1499744.0,12,68.79,37.26,23500.0,2.28,3.57,10979.0,False,1.0,False
21,2009,1,354810.0,1,973878,1653991.0,12,58.88,36.43,7691.0,0.79,3.23,3482.0,True,1.0,False
22,2009,1,369970.0,3,973693,1433825.0,14,67.91,38.0,4002.0,0.41,3.45,3482.0,True,1.0,False
